cik,fyear,status_label,3_current_assets,3_total_assets,3_cost_of_goods_sold,3_total_long_term_debt,3_depreciation_and_amortization,3_ebit,3_ebitda,3_gross_profit,3_inventory,3_total_current_liabilities,3_net_income,3_retained_earnings,3_total_receivables,3_total_revenue,3_market_value,3_total_liabilities,3_net_sales,3_total_operating_expenses,2_current_assets,2_total_assets,2_cost_of_goods_sold,2_total_long_term_debt,2_depreciation_and_amortization,2_ebit,2_ebitda,2_gross_profit,2_inventory,2_total_current_liabilities,2_net_income,2_retained_earnings,2_total_receivables,2_total_revenue,2_market_value,2_total_liabilities,2_net_sales,2_total_operating_expenses,1_current_assets,1_total_assets,1_cost_of_goods_sold,1_total_long_term_debt,1_depreciation_and_amortization,1_ebit,1_ebitda,1_gross_profit,1_inventory,1_total_current_liabilities,1_net_income,1_retained_earnings,1_total_receivables,1_total_revenue,1_market_value,1_total_liabilities,1_net_sales,1_total_operating_expenses
C1722,2011,alive,26.707,36.636,1.418,0.0,0.584,1.4409999999999998,2.025,14.854,0.0,3.923,0.7020000000000001,-57.52,2.1830000000000003,16.272000000000002,34.4863,4.101,16.272000000000002,14.247,29.369,39.129,1.501,0.0,0.612,2.01,2.622,14.265,0.0,4.48,1.654,-58.21,3.1860000000000004,15.765999999999998,35.7607,4.685,15.765999999999998,13.144,31.635,41.37300000000001,1.521,0.0,0.71,4.459,5.169,16.629,0.0,4.843999999999999,4.839,-59.473,2.251,18.15,65.5173,5.1160000000000005,18.15,12.981
C1723,2006,alive,381.781,1218.618,1305.658,389.882,54.511,71.969,126.48,162.028,53.598,279.74,38.357,286.9890000000001,186.799,1467.686,248.325,826.163,1467.686,1341.206,287.779,1058.711,1042.624,322.686,44.81399999999999,66.082,110.896,148.189,37.744,243.832,38.876,256.105,200.607,1190.813,195.0,698.552,1190.813,1079.917,366.935,980.757,900.66,341.38,43.976000000000006,22.608,66.584,99.05,20.542,203.332,24.915,225.463,171.64700000000005,999.71,149.85,656.908,999.71,933.126
C1724,2012,alive,0.522,1.0659999999999998,0.019,0.0,0.002,-0.244,-0.242,0.0,0.0,0.0409999999999999,-0.244,-4.495,0.001,0.019,21.4455,0.098,0.019,0.261,0.802,1.341,0.021,0.0,0.003,-0.792,-0.789,0.012,0.0,0.074,4.458,-4.251,0.015,0.033,28.3838,0.129,0.033,0.8220000000000001,2.055,2.082,0.055,0.0,0.049,-0.387,-0.3379999999999999,-0.015,0.0,5.271,-4.266,-8.705,0.003,0.04,46.0448,5.324,0.04,0.3779999999999999
C1725,2001,alive,41.188,52.63,13.889,0.0,3.529,-25.45300000000001,-21.924,35.302,0.0,20.65,-81.558,-129.744,8.908,49.191,67.5418,21.197,49.191,71.115,31.653,40.746,18.451,0.0,2.529,-12.379,-9.85,51.896,0.0,19.446,-11.011,-47.959,13.767,70.347,44.3265,19.446,70.347,80.197,34.022,47.405,13.248,0.0,2.063,-7.273,-5.21,47.562,0.0,17.892,-7.144,-36.674,13.902,60.81,419.3545,17.892,60.81,66.02
C1726,2001,alive,9.04,16.090999999999998,11.534,0.0,4.58,-11.537,-6.9570000000000025,10.349,0.0,9.391,-11.003,-62.859,2.041,21.88300000000001,13.3075,9.543,21.88300000000001,28.84,21.001,34.303000000000004,22.165,0.0,4.421,-35.295,-30.874,2.639,0.0,17.83,-37.199,-51.856,4.772,24.804,74.977,18.006,24.804,55.678,27.84,45.358,8.415,0.122,8.754,-17.242,-8.488,16.88,0.0,10.992,-16.219,-14.657,5.393,25.295,155.7216,11.342,25.295,33.783
C1727,2003,failed,18.782,20.82,11.94,0.0,0.999,-18.26,-17.261,-0.94,2.131,4.684,-18.584,-149.17600000000004,4.884,11.0,272.3256,4.91,11.0,28.261,9.076,12.135,7.087999999999999,0.0,1.586,-24.847,-23.261,2.886,2.393,4.578,-26.581,-130.879,3.411,9.974,58.9667,4.697,9.974,33.235,13.547,17.691,7.467,0.0,1.264,-32.515,-31.251,2.353,4.621,7.305,-32.2,-104.732,4.338,9.82,141.6766,7.305,9.82,41.07100000000001
C1728,2012,alive,0.1989999999999999,1.766,0.051,3.776,0.165,-0.955,-0.79,0.179,0.156,3.253,-1.0759999999999998,-181.181,0.004,0.23,2.1005,7.029,0.23,1.02,0.2269999999999999,1.962,0.2189999999999999,3.656,0.198,-0.973,-0.775,0.36,0.186,3.415,-0.693,-180.105,0.008,0.579,6.5739,7.0710000000000015,0.579,1.354,0.4029999999999999,2.331,0.005,3.536,0.255,-1.097,-0.8420000000000001,0.439,0.264,3.889,8.841000000000003,-179.412,0.021,0.444,2.6258,7.425,0.444,1.286
C1729,2003,alive,14.401,17.055,3.955,0.0,0.462,-0.474,-0.012,15.962,0.0,9.121,-0.384,-27.765,4.6960000000000015,19.917,42.4379,9.121,19.917,19.929,12.761,13.889,3.582,0.0,0.667,-0.649,0.018,14.291,0.0,6.901,-0.518,-27.381,3.796,17.873,8.658999999999999,6.901,17.873,17.855,12.268,13.901,3.176,0.0,0.987,-3.463,-2.476,13.105,0.0,6.506,-4.174,-26.863000000000003,4.035,16.281,8.6258,6.506,16.281,18.757
C1730,2008,alive,2.0580000000000003,12.95,2.604,1.315,0.908,-8.687999999999999,-7.78,0.295,0.0,4.258,-9.505,-58.82899999999999,0.396,2.899,100.277,6.277,2.899,10.679,6.625,11.48,1.225,0.0,0.221,-11.125,-10.904000000000002,-0.2189999999999999,0.013,2.6210000000000004,-23.199,-50.37300000000001,5.359,1.006,171.0295,2.754,1.006,11.91,4.146,8.679,1.747,0.0,0.1669999999999999,-5.041,-4.874,-1.091,0.0,4.004,-7.144,-27.065,0.0579999999999999,0.6559999999999999,96.8793,4.0710000000000015,0.6559999999999999,5.53
C1731,2006,alive,173.96599999999995,268.63,43.864,2.069,16.544,45.823,62.367,194.359,18.277,52.121,31.57800000000001,53.458,47.455,238.223,1502.6076,54.851000000000006,238.223,175.856,106.85,196.532,38.277,1.996,13.675999999999998,42.03100000000001,55.707,160.855,12.888,41.614,25.488000000000003,10.845,38.17,199.132,1443.5421,44.228,199.132,143.425,106.404,180.148,34.131,2.182,8.492,27.931,36.423,131.971,10.877,36.267,21.289,-13.82,33.292,166.102,1084.9505,38.99800000000001,166.102,129.679
C1732,2011,alive,1.271,1.732,1.6130000000000002,0.022,0.073,-5.329,-5.256,0.598,0.444,2.082,-5.398,-106.559,0.285,2.211,7.5085,2.104,2.211,7.467,5.55,6.091,1.919,0.0289999999999999,0.055,-5.162999999999999,-5.1080000000000005,0.9,0.6859999999999999,1.453,-5.167999999999998,-101.16,0.481,2.819,22.4236,1.482,2.819,7.927,4.989,5.6720000000000015,1.75,0.0139999999999999,0.092,-7.371,-7.279,1.482,1.153,1.514,-7.348,-95.992,0.4589999999999999,3.232,4.8679,1.528,3.232,10.511
C1733,2012,alive,256.332,425.667,232.087,67.431,8.042,29.166,37.208,121.63,125.081,53.618,13.51,123.325,43.536,353.717,263.5079,183.822,353.717,316.509,248.621,409.374,234.351,67.367,7.68,23.415,31.095,111.905,132.401,49.975,1.63,116.246,42.322,346.256,309.6196,176.78099999999995,346.256,315.161,328.6280000000001,485.094,215.073,152.048,8.324,22.813,31.137,103.048,144.5,53.784,7.9,121.274,42.385,318.121,229.8233,256.47,318.121,286.9840000000001
C1734,2002,alive,106.103,671.15,346.092,171.51,25.766,-1.6840000000000002,24.082,70.623,8.885,980.289,-222.002,-668.512,10.253,416.715,2.4481,1153.946,416.715,392.633,150.547,1038.2,421.152,82.75200000000002,42.198,-3.409,38.789,87.67,10.157,1211.292,-299.927,-446.51,11.039,508.822,2.431,1299.637,508.822,470.033,252.04,1227.765,395.866,798.95,36.21,-10.841,25.369,70.62899999999998,12.115,381.266,-117.806,-146.583,16.864,466.495,22.11,1185.502,466.495,441.126
C1735,2012,failed,0.021,0.115,0.0,0.0,0.016,-0.5539999999999999,-0.5379999999999999,0.001,0.001,4.242,-0.6509999999999999,-36.829,0.0,0.001,1.1401,4.242,0.001,0.539,0.009,0.115,1.188,0.0,0.016,-1.146,-1.13,-1.13,0.001,4.218,-1.314,-36.148,0.0,0.0579999999999999,2.5046,4.218,0.0579999999999999,1.188,0.14,0.259,1.054,0.0,0.02,-1.069,-1.0490000000000002,-1.0490000000000002,0.003,3.629,0.506,-34.816,0.0,0.005,4.8918,3.629,0.005,1.054
C1736,2001,alive,41.791,56.659,159.086,166.588,15.037,-7.438,7.599,59.149,0.0,36.161,-83.162,-437.408,33.333,218.235,0.4911,203.364,218.235,210.636,66.176,129.373,218.335,132.41299999999998,27.285,-12.272,15.013,85.23299999999998,0.0,60.803,-203.12,-354.01,54.745,303.568,14.8842,193.646,303.568,288.555,78.688,318.407,183.288,113.846,16.715999999999998,12.908,29.624,83.522,0.0,64.77600000000001,5.8820000000000014,-149.886,72.87899999999998,266.81,232.3605,178.97400000000005,266.81,237.186
C1737,2004,alive,125.118,786.788,192.444,507.439,66.132,56.226000000000006,122.358,159.884,7.8679999999999986,75.475,25.934,-60.324,58.993,352.32800000000015,283.9311,587.793,352.32800000000015,229.97,109.584,694.44,179.676,441.935,65.373,33.466,98.839,136.882,8.155,76.538,-4.965,-86.31299999999996,60.32899999999999,316.558,190.5115,521.609,316.558,217.719,108.838,703.095,182.558,439.606,66.376,36.406,102.782,141.439,8.139,82.57700000000001,-38.87,-81.348,59.472,323.997,127.8757,525.672,323.997,221.215
C1738,2003,alive,393.48,621.974,353.915,1.945,21.256,82.08200000000002,103.338,126.183,0.0,95.474,48.761,306.726,136.346,480.098,1250.8112,97.419,480.098,376.76,347.045,550.504,330.51800000000014,1.732,18.542,86.351,104.893,124.858,0.0,89.927,51.077,257.965,152.132,455.376,836.1087,91.659,455.376,350.483,275.338,478.338,352.165,1.862,12.0,86.266,98.266,121.085,0.0,75.653,52.66,206.888,163.644,473.25,1684.1175,77.515,473.25,374.984
C1739,2011,alive,36.923,57.097,30.634,0.0,1.117,1.119,2.236,2.236,0.0,2.9960000000000004,1.118,-12.624,1.431,32.87,82.2653,2.9960000000000004,32.87,30.634,31.993,57.347,27.44,0.0,0.966,1.914,2.88,2.88,0.0,2.553,3.006,-13.742,1.192,30.32,130.4497,2.553,30.32,27.44,42.277,51.749,22.374,0.0,0.705,1.886,2.591,2.591,0.0,3.355,2.136,-16.749000000000002,0.179,24.965,106.7541,3.355,24.965,22.374
C1740,2010,alive,85.896,150.266,385.601,0.0,4.24,16.607,20.847,20.847,0.0,32.825,10.655,71.792,51.517,406.448,131.2754,40.501,406.448,385.601,66.27,129.499,381.983,0.0,3.44,16.686,20.126,20.126,0.0,27.951,8.75,59.707,46.588,402.109,151.4183,33.419000000000004,402.109,381.983,76.655,138.624,334.3780000000001,0.0,2.825,25.213,28.038,121.398,0.0,36.781,15.783,52.222,48.834,455.776,284.8544,40.99,455.776,427.73800000000006
C1741,2007,alive,8.259,10.503,8.956,2.42,0.433,-9.198,-8.765,4.3260000000000005,0.769,7.314,-9.462,-38.737,3.831,13.282,18.4615,9.734,13.282,22.047,13.354,16.361,9.665,0.017,0.476,0.505,0.981,17.006,0.838,10.247,0.319,-29.338,10.981,26.671,48.5612,10.264,26.671,25.69,8.771,13.567,8.589,0.072,0.36,-1.456,-1.096,11.372,0.532,8.118,-6.4620000000000015,-29.59800000000001,4.87,19.961,39.3978,8.19,19.961,21.057
C1742,2006,alive,31.832,70.525,26.604,2.257,2.668,5.718999999999999,8.387,32.446,2.937,28.075,1.853,-0.144,16.37,59.05,106.4532,31.754,59.05,50.663,27.844,64.622,17.887999999999995,1.926,1.714,2.557,4.271,20.09,1.812,23.801,1.59,-2.012,11.525,37.978,81.8137,28.336,37.978,33.707,30.471,37.707,13.859000000000002,0.355,1.288,3.065,4.353,15.145,0.637,12.255,2.753,-3.609,11.715,29.004,47.9442,13.08,29.004,24.651
C1743,2005,failed,632.806,2075.209,2015.543,1139.952,79.512,93.183,172.695,328.596,132.148,449.655,1.814,-10.527,309.056,2344.139,41.6438,1730.638,2344.139,2171.444,715.12,2223.9210000000007,2131.615,1213.964,82.943,127.496,210.439,360.92800000000005,149.834,460.56300000000016,11.723,58.247,300.498,2492.543,199.2287,1816.43,2492.543,2282.104,685.2439999999998,2115.432,2009.532,1212.349,77.197,139.13,216.327,371.262,127.957,437.234,22.338,-16.365,274.345,2380.794,238.5724,1784.845,2380.794,2164.467
C1744,2004,alive,40.469,83.633,57.995,169.613,7.465,31.134,38.599,140.658,0.0,34.179,18.573,-78.243,13.015999999999998,198.653,358.5582,205.508,198.653,160.054,46.375,86.735,43.57899999999999,0.0,7.922999999999999,41.527,49.45,149.773,0.0,32.088,26.04,-36.838,11.041,193.352,445.7713,35.152,193.352,143.90200000000004,38.98,67.843,38.787,0.0,9.069,38.172,47.24100000000001,153.07299999999995,0.0,43.424,22.709,-62.878,10.281,191.86,462.2837,46.659,191.86,144.619
C1745,2003,alive,606.181,1264.256,798.071,457.171,39.121,248.558,287.6790000000001,546.7869999999998,141.937,259.85900000000004,125.904,100.116,77.089,1344.858,2765.3765,956.991,1344.858,1057.179,496.836,1149.739,767.732,458.393,35.964,218.635,254.599,514.499,131.50799999999998,268.916,16.892,-23.515,96.367,1282.231,1944.5813,1000.741,1282.231,1027.632,299.051,1024.116,776.566,445.341,50.059,169.25099999999995,219.31,886.762,129.977,250.582,-132.251,-68.766,106.756,1663.328,1626.9519,942.238,1663.328,1444.0179999999998
C1746,2007,alive,13.993,19.567,15.07,0.0,2.133,-13.803,-11.67,2.818,0.0,4.168,-14.417,-116.579,2.421,17.887999999999995,10.5338,4.487,17.887999999999995,29.558000000000003,19.846,27.612,19.074,0.0,3.744,-18.893,-15.149,5.515,0.0,6.566,-19.221,-99.491,2.1790000000000003,24.589,16.0811,7.0360000000000005,24.589,39.738,38.37,52.017,59.243,0.0,6.113,-35.902,-29.789,16.067,0.0,11.724,-39.759,-80.27,11.982,75.31,8.9813,12.35,75.31,105.099
C1747,2004,alive,178.857,434.5580000000001,182.996,75.569,12.146,49.46100000000001,61.607,168.615,47.275,81.163,33.071,194.77,89.59299999999998,351.611,984.4,178.579,351.611,290.004,161.645,288.008,147.63,0.401,9.591,40.225,49.816,140.601,31.058000000000003,63.96,26.796,155.365,59.658,288.231,672.8826,79.68,288.231,238.415,130.138,236.879,134.505,2.03,7.945,34.885,42.83,123.696,26.173,57.567,22.956,116.629,50.862,258.201,514.8091,74.46600000000002,258.201,215.371
C1748,2009,alive,19.977,26.928,52.278,1.594,1.889,0.946,2.835,10.032,5.51,11.149,1.592,-49.572,9.979,62.31,136.1881,13.154000000000002,62.31,59.475,12.452,22.736,44.773,0.0,1.281,-7.209,-5.928,1.567,4.652,12.317,-13.776,-50.594,6.089,46.34,11.701,12.994000000000002,46.34,52.268,18.089,33.333,33.875,0.0,1.0590000000000002,-4.988,-3.929,2.732,4.323,9.497,-1.765,-36.573,5.632999999999999,36.607,23.154,10.181,36.607,40.536
C1749,2012,alive,776.692,1023.23,226.143,0.3,26.406,31.752,58.158,312.482,259.536,243.497,-36.365,545.807,114.739,538.625,2836.7891,273.45,538.625,480.467,663.916,927.744,270.176,0.462,18.9,107.579,126.479,324.036,221.74,145.21200000000005,80.241,582.034,131.41299999999998,594.212,1523.1536,179.801,594.212,467.733,617.013,787.331,242.66,0.0,18.782,121.116,139.898,291.5490000000001,213.002,126.445,90.961,510.83,127.747,534.2090000000002,1343.9874,149.076,534.2090000000002,394.311
C1750,2003,alive,27.814,88.449,223.723,9.471,16.336,-4.428,11.908,61.526,0.0,42.383,-12.298,-64.286,23.635,285.249,52.0624,68.8,285.249,273.341,36.295,96.541,177.509,17.623,14.733,4.298,19.031,63.799,0.0,38.187,-17.491,-51.758,31.212,241.308,112.1266,65.652,241.308,222.277,52.835,81.545,139.762,4.165,3.693,-2.577,1.116,35.473,0.0,24.841,-7.655,-23.466,41.083,175.235,141.8248,29.118,175.235,174.11900000000003
C1751,2004,failed,65.7,339.07,106.82,0.0,24.465,-35.869,-11.404000000000002,108.51,20.894,450.946,-191.171,-203.08,23.866,215.33,92.9045,450.96,215.33,226.734,98.177,534.597,103.312,338.844,20.593000000000004,-0.713,19.88,121.665,27.196,111.137,-32.703,-13.11,32.614000000000004,224.977,709.5011,459.874,224.977,205.097,71.15100000000002,440.325,81.458,277.899,9.571,55.442,65.013,149.05200000000005,27.519,55.794,17.314,20.374,29.467,230.51,257.0567,340.875,230.51,165.497
C1752,2004,failed,3563.565,27216.088,8300.595,16940.808999999994,574.2,72.941,647.141,929.293,179.395,3285.392000000001,-242.461,1435.559,1097.157,9229.888,2113.8455,22234.97,9229.888,8582.747,3476.7540000000013,27303.932,7498.925999999998,17328.181,583.9119999999998,491.844,1075.756,1353.313,139.654,2515.403,282.022,1625.1029999999994,988.947,8852.239,1996.1981,22271.787,8852.239,7776.483,2236.03,23226.992,5981.494000000002,13586.278,459.465,701.8839999999999,1161.349,1476.405,106.536,3567.131,118.618,1049.03,747.0039999999997,7457.899,1241.4602,19189.875,7457.899,6296.55
C1753,2006,alive,20.148,26.114,14.161,0.0069999999999999,0.255,-1.39,-1.135,19.25,0.0,19.911,-1.479,-7.526,11.165,33.411,28.9708,19.918,33.411,34.546,17.104,24.086,12.178,0.0279999999999999,0.2769999999999999,-0.147,0.13,17.396,0.0,17.188,0.019,-6.047999999999999,7.565,29.574,33.696,17.215999999999998,29.574,29.44400000000001,15.202,23.513,6.557,0.049,0.396,0.727,1.123,16.789,0.0,14.336,0.7190000000000001,-3.378,7.602,23.346,19.8932,14.385,23.346,22.22300000000001
C1754,2006,alive,161.88,1771.726,115.07,175.0,253.666,126.848,380.514,416.527,2.9,161.63299999999995,67.783,710.4010000000003,86.416,531.597,1454.9144,807.122,531.597,151.083,322.356,2361.624,103.078,597.0,295.351,198.436,493.787,518.465,2.7260000000000004,536.881,105.169,395.631,146.02,621.543,1530.144,1668.486,621.543,127.756,155.83,1722.5770000000002,84.579,355.0,265.148,267.813,532.961,565.86,0.976,187.71400000000003,162.82399999999996,512.1709999999998,103.069,650.439,1598.0778,939.657,650.439,117.478
C1755,2004,alive,42.66,69.60600000000001,8.745,0.0,1.412,13.095999999999998,14.508,31.38,1.636,5.1320000000000014,9.834,-3.806,3.0010000000000003,40.125,280.6635,7.536,40.125,25.617,35.956,53.768,7.096,0.0,1.236,11.929,13.165,27.891,1.795,4.982,7.811,-13.475,2.9760000000000004,34.986999999999995,481.5894,6.34,34.986999999999995,21.822,22.177,36.747,5.202000000000001,0.336,1.294,4.744,6.037999999999999,18.529,1.1840000000000002,5.362,10.123,-21.286,2.4730000000000003,23.731,141.9935,7.557,23.731,17.692999999999994
C1756,2002,alive,0.607,3.216,6.8,0.375,2.1590000000000003,-8.87,-6.711,-6.711,0.0,3.766,-12.443,-65.44,0.0,0.089,24.6938,4.141,0.089,6.8,0.7190000000000001,8.12,0.008,0.2019999999999999,1.899,-8.783,-6.884,0.011,0.0,3.885,-8.76,-49.371,0.0,0.019,61.7551,4.087,0.019,6.903,4.2810000000000015,11.017,10.099,2.999,0.022,-9.771,-9.749,-9.749,0.0,2.165,-9.873,-40.611,1.25,0.35,70.6778,5.164,0.35,10.099
C1757,2007,alive,81.986,151.45,120.071,45.99,4.224,-17.873,-13.649,25.652,0.0,59.96,-30.755,-87.839,67.75399999999999,145.72299999999996,46.9332,106.763,145.72299999999996,159.372,79.362,98.423,96.872,0.0,2.7,-4.228,-1.528,33.081,0.0,45.872,-8.03,-60.042,67.175,129.953,103.8582,46.327,129.953,131.481,101.784,118.953,160.878,0.0,2.9960000000000004,-8.17,-5.174,33.095,0.0,64.014,-12.527,-54.518,83.25399999999998,193.973,80.69800000000002,65.202,193.973,199.147
C1758,2003,failed,1008.0,2398.0,1377.0,1461.0,113.0,67.0,180.0,310.0,457.0,373.0,-186.0,-1137.0,277.0,1687.0,811.4059,2462.0,1687.0,1507.0,819.0,2396.0,1234.0,1212.0,102.0,74.0,176.0,320.0,406.0,475.0,-333.0,-1075.0,210.0,1554.0,600.9976,2412.0,1554.0,1378.0,760.0,3004.0,1252.0,1172.0,110.0,82.0,192.0,338.0,370.0,383.0,-43.0,-156.0,215.0,1590.0,797.6052,2105.0,1590.0,1398.0
C1759,2013,alive,14.06,14.066,0.273,0.0,0.0,1.1909999999999998,1.1909999999999998,3.332,0.0,1.654,-0.858,5.634,1.602,3.605,10.249,1.939,3.605,2.414,13.913,13.917,0.2269999999999999,0.0,0.0,0.69,0.69,2.266,0.0,0.561,1.77,5.968999999999999,1.577,2.4930000000000003,10.6978,0.8370000000000001,2.4930000000000003,1.803,18.365,18.369,0.705,0.0,0.021,0.436,0.457,2.945,0.0,1.85,1.362,6.178,1.288,3.65,13.9199,3.4930000000000003,3.65,3.193
C1760,2001,alive,28.66800000000001,38.409,30.929,0.0,2.924,-7.268,-4.343999999999999,24.351,0.0,17.187,-6.602,-100.837,10.174,55.28,29.3894,19.433,55.28,59.624,40.315,52.51,39.446,0.0,4.291,-14.765,-10.474,29.909,0.0,23.84,-35.251,-93.857,13.03,69.355,42.6017,26.72,69.355,79.829,57.19300000000001,88.932,48.326,0.0,3.93,-24.821,-20.891,26.699,0.0,24.54300000000001,-22.799,-57.247,21.911,75.025,214.9133,27.47300000000001,75.025,95.916
C1761,2008,alive,82.569,1292.087,96.88,400.05,10.454,121.295,131.749,313.3590000000001,0.0,37.009,-404.002,228.386,76.126,410.239,483.7028,645.365,410.239,278.49,93.214,1997.364,94.311,320.0,11.169,142.721,153.89,350.541,0.0,56.183,1.867,632.388,85.555,444.852,1099.1862,843.1239999999997,444.852,290.962,97.275,2117.917,87.234,380.0,11.195,150.804,161.999,353.2340000000001,0.0,37.418,-24.447,630.889,87.64,440.468,1557.4976,899.878,440.468,278.469
C1762,2009,alive,55.81100000000001,67.403,84.117,0.214,2.492,11.925,14.417,42.401,0.0,19.719,10.8,-25.197,30.11,126.518,143.9795,21.099,126.518,112.101,48.12300000000001,60.23,107.635,0.5329999999999999,2.399,11.129,13.528,49.466,0.0,22.645,6.689,-37.468,34.261,157.101,67.3792,25.188,157.101,143.57299999999995,48.426,65.462,105.351,0.375,2.472,3.188,5.66,39.715,0.0,30.433000000000003,2.964,-38.156,35.886,145.066,101.184,32.078,145.066,139.406
C1763,2006,alive,127.743,222.474,31.256,0.0,7.539,9.971,17.51,64.39,0.0,23.777,24.75800000000001,32.608000000000004,5.01,95.646,371.6595,32.159,95.646,78.13600000000002,100.151,189.535,40.835,0.0,8.968,10.054,19.022,67.443,0.0,25.995,19.012,7.789,11.911,108.278,222.3461,32.582,108.278,89.256,73.697,170.486,57.181,0.0,10.909,-3.181,7.728,75.336,0.0,30.7,-15.405,-11.311,18.94,132.517,160.1385,34.819,132.517,124.789
C1764,2006,alive,663.8910000000002,8166.395,809.768,969.589,90.791,700.0189999999999,790.81,1356.884,0.0,483.708,349.1740000000001,1304.017,454.06,2166.652,10963.6943,2604.896,2166.652,1375.842,633.6,8128.335999999997,729.9730000000003,969.299,93.223,570.054,663.2769999999998,1222.558,0.0,909.521,187.179,955.295,398.702,1952.531,8963.4504,2979.547,1952.531,1289.254,664.684,8227.126,663.457,1227.68,101.382,493.255,594.637,1123.478,0.0,291.515,255.883,767.947,331.824,1786.935,9460.1811,2580.028,1786.935,1192.298
C1765,2002,alive,36.07,80.75,120.772,0.0,3.128,-9.543,-6.415,8.673,11.218,122.681,-20.415,-214.135,13.644,129.445,8.2458,122.681,129.445,135.86,49.322,96.839,179.922,0.5579999999999999,7.537000000000001,-7.507999999999999,0.0289999999999999,27.678,12.797,117.937,-56.594,-193.653,19.739,207.6,8.0199,118.495,207.6,207.571,63.035,86.941,12.441,0.0,2.25,-11.224,-8.974,-8.974,0.352,64.417,-42.115,-146.609,1.683,3.467,35.382,64.417,3.467,12.441
C1766,2009,alive,13.298,13.993,5.237,0.0,0.267,-13.438,-13.171,7.983,1.659,10.859000000000002,-12.444,-50.489,2.1180000000000003,13.22,32.6732,11.413,13.22,26.391,23.317,24.246,5.665,0.0,0.304,-18.652,-18.348,12.21,2.018,9.339,-18.076,-38.154,2.999,17.875,12.2971,9.846,17.875,36.223,39.499,40.603,5.106,0.0,0.303,-11.143,-10.84,21.649,2.072,8.677999999999999,-9.102,-19.966,5.492999999999999,26.755,72.9026,9.03,26.755,37.595
C1767,2003,alive,1192.017,1317.716,153.032,0.0,18.376,26.63300000000001,45.00899999999999,180.425,18.959,328.492,26.705,608.76,54.464,333.457,1753.2918,332.56,333.457,288.448,1095.225,1233.65,162.966,0.0,20.266,26.109,46.375,181.097,30.553,310.435,31.834,582.375,41.381,344.06300000000016,1407.3917,314.861,344.06300000000016,297.688,1078.948,1147.41,196.534,0.0,19.422,-35.118,-15.696,131.035,29.711,304.651,165.524,549.903,58.528,327.569,1450.9544,308.805,327.569,343.265
C1768,2008,alive,45.88399999999999,452.92,49.7,179.054,29.442,34.949,64.391,99.751,2.651,27.284,-10.954,8.009,13.086,149.451,96.547,296.339,149.451,85.06,40.606,501.181,52.024,186.879,37.808,26.197,64.005,100.525,2.6660000000000004,30.877,10.639,40.931,14.688,152.549,208.4413,311.861,152.549,88.544,34.048,510.574,61.971,199.95,38.241,24.652,62.893,100.097,2.704,26.94400000000001,6.742000000000001,39.62300000000001,16.037,162.06799999999996,182.1474,323.5490000000001,162.06799999999996,99.175
C1769,2009,alive,140.275,650.565,296.245,289.841,18.833,69.101,87.934,116.132,0.0,75.7,24.626,99.366,61.083,412.377,339.2969,391.827,412.377,324.443,130.89,636.9209999999998,282.181,308.07,17.642,60.247,77.889,104.543,0.0,81.505,22.191,74.994,69.388,386.724,273.8865,408.754,386.724,308.835,116.67,562.2869999999998,274.11,275.298,15.986,47.209,63.195,86.494,0.0,68.913,11.91,52.219,72.988,360.604,339.3993,361.838,360.604,297.409
C1770,2004,failed,56.31800000000001,219.401,18.98,8.131,16.639,-38.349,-21.71,-4.829,0.0,9.007,-546.51,-1609.619,2.9160000000000004,14.151,120.6293,431.68800000000016,14.151,35.861,201.337,2034.746,617.077,1385.071,156.1,-3.929,152.171,245.775,0.0,172.373,-147.166,-1032.333,32.452,862.852,159.4382,1627.951,862.852,710.681,136.993,2110.788,626.53,1283.33,180.7,-45.771,134.929,275.243,0.0,195.769,-153.628,-864.942,36.759,901.773,75.4429,1524.83,901.773,766.8439999999997
C1771,2002,alive,1864.254,3712.744,13508.23,447.823,47.00100000000001,324.403,371.404,602.649,99.429,2112.542,168.39,328.9240000000001,1627.931,14110.879,2549.353,2742.27,14110.879,13739.475,1440.894,3223.9640000000004,12617.538,499.263,38.161,262.271,300.432,489.752,65.336,1677.342,115.732,159.444,1225.929,13107.29,2793.5556,2346.704,13107.29,12806.858,1212.7089999999996,3003.763,6746.918000000002,829.75,47.797,101.806,149.60299999999995,277.38,34.814,1512.1029999999994,22.66800000000001,53.716,1055.927,7024.2980000000025,1980.1527,2598.06,7024.2980000000025,6874.695
C1772,2006,alive,218.136,1203.241,623.7909999999998,526.865,47.057,105.795,152.852,215.89,35.261,152.106,9.537,1.103,103.488,839.681,581.3863,720.18,839.681,686.829,229.958,1132.304,628.821,608.762,30.485,21.521,52.006,85.35600000000002,30.5,168.80200000000005,-6.8020000000000005,-8.068,145.539,714.177,237.752,791.307,714.177,662.171,130.975,593.5740000000002,391.841,225.0,20.535,19.605,40.14,68.27199999999999,11.292,77.068,-0.903,-1.3769999999999998,64.85600000000001,460.11300000000006,185.5755,315.813,460.11300000000006,419.973
